CustomerID,Recency,Frequency,Monetary,AvgOrderValue,DaysActive,TotalQuantity,AvgQuantity,StdQuantity,AvgUnitPrice,StdUnitPrice,MostFrequentCountry,ProductVariety,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment,WillPurchase_90Days,UniquePurchaseDays,CustomerAge_Days,ActivityPeriod_Days,UniqueYears,UniqueMonths,PreferredDayOfWeek,UniqueQuarters,AvgDaysBetweenPurchases
17234.0,182,1,149.89,149.89,0,55,3.9285714285714284,2.758602927187983,3.697857142857143,3.0142078397315104,United Kingdom,14,1,2,1,121,Others,0,1,119,0,1,1,4,1,0.0
17235.0,24,2,550.0600000000001,275.03000000000003,347,224,7.724137931034483,8.271709754700648,3.179310344827586,2.481954775452035,United Kingdom,24,4,3,3,433,Loyal_Customers,1,1,309,0,1,1,3,1,0.0
17236.0,12,6,916.13,152.68833333333333,350,474,4.514285714285714,7.389069741743652,2.6937142857142855,2.4281328918861385,United Kingdom,88,5,5,3,553,Loyal_Customers,1,5,299,183,2,5,0,3,45.75
17238.0,2,17,3719.1,218.7705882352941,368,1807,3.255855855855856,3.7444708861803297,2.7016396396396396,2.3747525076929796,United Kingdom,297,5,5,5,555,Champions,1,12,308,286,2,7,4,4,26.0
17239.0,312,1,382.5,382.5,0,150,10.0,8.06225774829855,4.066666666666666,3.115609701089629,United Kingdom,15,1,2,2,122,Others,0,1,249,0,1,1,0,1,0.0
17242.0,107,2,1135.04,567.52,72,611,15.275,10.822548872726983,2.14775,1.1795576908968237,United Kingdom,30,2,3,4,234,At_Risk,0,2,117,72,1,2,6,2,72.0
17243.0,0,26,8540.05,328.4634615384615,368,3320,8.578811369509044,11.527208885826914,4.187622739018088,3.116876763502181,United Kingdom,180,5,5,5,555,Champions,1,17,306,291,2,9,6,4,18.1875
17245.0,204,1,171.45000000000002,171.45000000000002,0,75,8.333333333333334,3.605551275463989,2.9055555555555554,1.9242603196495474,United Kingdom,9,1,2,1,121,Others,0,1,141,0,1,1,3,1,0.0
17248.0,119,1,318.65,318.65,0,213,3.0869565217391304,5.82777106628452,1.905217391304348,1.545429322318342,United Kingdom,68,2,2,2,222,Others,0,1,57,0,1,1,3,1,0.0
17250.0,3,2,381.97,190.985,257,167,2.982142857142857,3.891674430130284,3.0223214285714284,3.310176040949774,United Kingdom,55,5,3,2,532,Price_Sensitive,1,1,197,0,1,1,2,1,0.0
17251.0,362,1,269.83,269.83,0,108,2.918918918918919,2.419577309026177,3.3294594594594593,1.8028757058684914,United Kingdom,37,1,2,2,122,Others,0,1,299,0,1,1,6,1,0.0
17252.0,116,2,348.90999999999997,174.45499999999998,69,192,2.2325581395348837,2.606211668549949,2.747558139534884,2.3404700061144137,United Kingdom,86,2,3,2,232,Others,0,2,122,69,1,2,0,2,69.0
17255.0,40,2,291.48,145.74,258,227,3.0675675675675675,5.503003118051987,1.9629729729729728,1.8484400900172073,United Kingdom,69,3,3,2,332,Price_Sensitive,1,1,236,0,1,1,6,1,0.0
17256.0,106,2,240.0,120.0,204,141,8.8125,12.760453231240131,2.448125,1.5323368591794693,United Kingdom,12,2,3,1,231,Others,0,2,249,204,1,2,0,2,204.0
17259.0,147,2,581.23,290.615,220,388,3.3448275862068964,5.371589430838254,2.3613793103448275,1.9470552554861,United Kingdom,104,2,3,3,233,At_Risk,0,2,305,220,2,2,0,2,220.0
17262.0,51,5,1253.3600000000001,250.67200000000003,313,367,30.583333333333332,36.15737906162531,4.0275,2.4817080811408903,United Kingdom,9,3,4,4,344,Loyal_Customers,1,4,303,139,2,3,1,3,46.333333333333336
17263.0,207,1,63.440000000000005,63.440000000000005,0,36,1.565217391304348,0.7277666307098062,2.011304347826087,1.5639992569976906,United Kingdom,23,1,2,1,121,Others,0,1,145,0,1,1,6,1,0.0
17265.0,138,2,550.01,275.005,41,389,3.1885245901639343,3.8939070167072836,2.3179508196721312,2.2269650765350493,United Kingdom,106,2,3,3,233,At_Risk,0,2,117,41,1,2,6,2,41.0
17266.0,1,3,296.58,98.86,145,153,2.095890410958904,2.5989548303203853,2.668493150684932,2.243221685701713,United Kingdom,60,5,4,2,542,Price_Sensitive,1,1,84,0,1,1,4,1,0.0
17267.0,126,2,317.2,158.6,0,158,4.27027027027027,9.406406353144673,3.4818918918918924,2.362191588144175,United Kingdom,37,2,3,2,232,Others,0,2,63,0,1,1,3,1,0.0
17268.0,107,4,763.64,190.91,137,844,140.66666666666666,108.70633222893075,1.0066666666666666,0.23947164063134213,United Kingdom,3,2,4,3,243,At_Risk,0,4,182,137,1,3,1,2,45.666666666666664
17272.0,41,4,2148.63,537.1575,220,1778,15.596491228070175,10.990518277331017,1.8583333333333334,2.071320350428754,United Kingdom,70,3,4,5,345,Loyal_Customers,1,2,199,63,1,2,1,2,63.0
17277.0,227,2,1065.3500000000001,532.6750000000001,95,430,6.231884057971015,5.374627011781518,3.351594202898551,2.364022384180631,United Kingdom,67,1,3,4,134,At_Risk,0,2,259,95,1,2,4,2,95.0
17278.0,240,1,246.04000000000002,246.04000000000002,0,179,11.933333333333334,8.614494982848607,4.753333333333334,9.954016896758434,United Kingdom,15,1,2,1,121,Others,0,1,178,0,1,1,1,1,0.0
17282.0,129,3,1685.46,561.82,169,1866,20.96629213483146,56.57224854479171,2.405393258426966,2.5690713108842624,United Kingdom,79,2,4,4,244,At_Risk,0,3,236,169,1,3,6,3,84.5
17284.0,59,6,1647.48,274.58,276,1362,4.680412371134021,5.188607663384859,1.6152233676975944,1.2542230188324996,United Kingdom,229,3,5,4,354,Loyal_Customers,1,5,273,215,1,4,4,3,53.75
17287.0,25,7,1049.06,149.8657142857143,346,556,4.557377049180328,5.706382073525718,3.1524590163934425,3.7959537638971983,United Kingdom,88,4,5,4,454,Champions,1,6,309,298,2,5,1,3,59.6
17288.0,8,7,1417.6299999999999,202.51857142857142,349,1201,8.57857142857143,13.312009970522588,2.697857142857143,3.0506609227798402,United Kingdom,118,5,5,4,554,Champions,1,5,295,151,2,5,0,3,37.75
17289.0,31,3,931.02,310.34,148,513,4.9326923076923075,5.04400908331474,2.2070192307692307,1.9810137053027834,United Kingdom,86,4,4,4,444,Champions,1,1,117,0,1,1,6,1,0.0
17291.0,307,1,550.8000000000001,550.8000000000001,0,72,72.0,0.0,7.65,0.0,United Kingdom,1,1,2,3,123,Cannot_Lose,0,1,245,0,1,1,4,1,0.0
17293.0,7,9,1854.06,206.00666666666666,352,1135,8.598484848484848,11.049410089939034,2.7444696969696967,5.780166842251662,United Kingdom,93,5,5,4,554,Champions,1,6,298,276,2,5,4,3,55.2
17295.0,28,3,547.0,182.33333333333334,35,293,4.3088235294117645,5.675970172686707,2.8467647058823533,2.7262939916459827,United Kingdom,53,4,4,3,443,Loyal_Customers,1,1,1,0,1,1,3,1,0.0
17298.0,100,2,498.42,249.21,23,387,12.9,13.25180534220097,2.0803333333333334,1.9723143823915361,United Kingdom,30,2,3,3,233,At_Risk,0,2,61,23,1,1,1,1,23.0
17299.0,11,4,656.61,164.1525,161,668,12.145454545454545,11.465597789035368,1.6403636363636362,1.3994125270539137,United Kingdom,50,5,4,3,543,Loyal_Customers,1,3,109,83,1,3,6,2,41.5
17302.0,14,5,1135.63,227.12600000000003,290,575,7.2784810126582276,6.613771004038893,2.506582278481013,2.2176974002710783,United Kingdom,68,4,4,4,444,Champions,1,3,242,182,1,3,6,3,91.0
17303.0,360,1,250.04,250.04,0,144,2.7169811320754715,3.997005410258679,2.940943396226415,3.024500762459651,United Kingdom,53,1,2,2,122,Others,0,1,298,0,1,1,0,1,0.0
17306.0,10,19,8631.31,454.2794736842105,342,11491,174.1060606060606,240.29533935669687,1.558030303030303,0.9392635735543355,United Kingdom,13,5,5,5,555,Champions,1,15,290,282,2,9,2,4,20.142857142857142
17309.0,94,1,82.75,82.75,0,41,3.4166666666666665,3.2321772378645472,2.9375,1.8706009000512984,United Kingdom,11,2,2,1,221,Others,0,1,31,0,1,1,0,1,0.0
17311.0,77,2,1384.85,692.425,238,1005,18.272727272727273,28.558228071300057,3.0627272727272725,3.5723632879761062,United Kingdom,55,2,3,4,234,At_Risk,0,2,253,238,1,2,3,2,238.0
17312.0,138,3,644.3,214.76666666666665,20,372,26.571428571428573,42.77079212898283,2.305,1.8795774893474166,United Kingdom,11,2,4,3,243,At_Risk,0,3,96,20,1,1,6,1,10.0
17314.0,24,8,2527.92,315.99,287,1896,14.473282442748092,18.97785277806123,2.458091603053435,2.274736202627534,United Kingdom,120,4,5,5,455,Champions,1,5,249,164,1,5,3,3,41.0
17315.0,1,38,6281.2300000000005,165.2955263157895,355,3863,8.201698513800425,23.309382579936546,2.7593842887473463,2.514634240754291,United Kingdom,256,5,5,5,555,Champions,1,32,294,282,2,10,1,4,9.096774193548388
17317.0,45,3,2600.34,866.7800000000001,43,1146,127.33333333333333,146.9625802713058,3.2244444444444444,2.6969895768759984,United Kingdom,8,3,4,5,345,Loyal_Customers,1,1,26,0,1,1,6,1,0.0
17320.0,99,3,1200.6200000000001,400.2066666666667,267,634,8.684931506849315,10.441472746707888,3.742191780821918,3.191091439275972,United Kingdom,57,2,4,4,244,At_Risk,0,3,304,267,2,3,6,3,133.5
17321.0,7,2,657.16,328.58,59,364,3.676767676767677,5.751358815183188,2.632222222222222,2.6565927063169164,United Kingdom,94,5,3,3,533,Loyal_Customers,1,1,4,0,1,1,0,1,0.0
17323.0,14,7,906.52,129.50285714285715,277,760,3.8974358974358974,2.977535061249956,1.4269743589743589,0.849858432334028,United Kingdom,125,4,5,3,453,Loyal_Customers,1,4,229,167,1,4,6,3,55.666666666666664
17324.0,17,4,986.48,246.62,348,843,17.20408163265306,25.752006064121115,2.745510204081633,4.374990505334693,United Kingdom,43,4,4,4,444,Champions,1,2,303,34,2,2,2,2,34.0
17325.0,279,1,96.8,96.8,0,60,10.0,2.1908902300206647,1.633333333333333,0.22286019533929038,United Kingdom,6,1,2,1,121,Others,0,1,217,0,1,1,4,1,0.0
17329.0,13,2,523.11,261.555,300,142,4.303030303030303,4.383811472942585,4.12939393939394,1.9436369571532954,United Kingdom,29,4,3,3,433,Loyal_Customers,1,1,251,0,1,1,4,1,0.0
17330.0,22,2,363.9,181.95,44,120,20.0,13.206059215375342,4.488333333333333,2.7161768474579606,United Kingdom,5,4,3,2,432,Price_Sensitive,1,1,4,0,1,1,0,1,0.0
17331.0,123,1,175.2,175.2,0,16,16.0,0.0,10.95,0.0,United Kingdom,1,2,2,1,221,Others,0,1,60,0,1,1,0,1,0.0
17333.0,85,1,494.25,494.25,0,375,13.392857142857142,6.607175032096691,1.772142857142857,1.6666141261559755,United Kingdom,28,2,2,3,223,Cannot_Lose,0,1,22,0,1,1,3,1,0.0
17334.0,301,2,307.02000000000004,153.51000000000002,6,315,28.636363636363637,28.664517185093935,1.3527272727272728,0.9152605192959097,United Kingdom,11,1,3,2,132,Others,0,2,245,6,1,1,4,1,6.0
17337.0,150,4,1981.06,495.265,158,1247,2.3934740882917467,3.481914209360495,2.304395393474088,2.337563670275983,United Kingdom,421,2,4,4,244,At_Risk,0,4,246,158,1,4,2,3,52.666666666666664
17338.0,16,8,6493.54,811.6925,344,3059,4.242718446601942,4.12723412089418,2.779472954230236,2.1692560807934083,United Kingdom,389,4,5,5,455,Champions,1,7,298,247,2,7,0,4,41.166666666666664
17339.0,93,2,243.36,121.68,270,152,16.88888888888889,18.844392033470093,2.9522222222222223,1.4211771333807914,United Kingdom,9,2,3,1,231,Others,0,2,302,270,2,2,1,2,270.0
17340.0,29,11,12353.29,1123.0263636363636,336,5967,14.660933660933662,14.455913004753686,3.148869778869779,3.2655537932480536,United Kingdom,229,4,5,5,455,Champions,1,8,302,285,2,6,0,3,40.714285714285715
17341.0,156,3,682.29,227.42999999999998,209,443,2.821656050955414,5.889476909332109,2.0989808917197452,1.6559586210895303,United Kingdom,147,2,4,3,243,At_Risk,0,3,303,209,2,2,2,2,104.5
17343.0,354,1,193.64,193.64,0,56,3.2941176470588234,3.157623827388899,4.70235294117647,3.7913182559166745,United Kingdom,17,1,2,1,121,Others,0,1,292,0,1,1,6,1,0.0
17345.0,14,4,519.6899999999999,129.92249999999999,181,341,4.108433734939759,7.783679060188619,2.697710843373494,2.870360020463654,United Kingdom,70,4,4,3,443,Loyal_Customers,1,3,133,103,1,2,4,2,51.5
17346.0,3,15,2622.88,174.85866666666666,369,1617,3.347826086956522,4.485006191077876,2.3961490683229814,2.559703463305112,United Kingdom,299,5,5,5,555,Champions,1,8,310,270,2,6,6,4,38.57142857142857
17347.0,85,1,228.96,228.96,0,216,216.0,0.0,1.06,0.0,United Kingdom,1,2,2,1,221,Others,0,1,23,0,1,1,2,1,0.0
17348.0,14,5,1156.6,231.32,283,1398,6.563380281690141,11.288329748895448,1.6993427230046947,1.7231045205067115,United Kingdom,180,4,4,4,444,Champions,1,2,234,226,1,2,3,2,226.0
17349.0,178,1,98.25,98.25,0,102,12.75,17.08591734231942,3.3175,4.545662767958046,United Kingdom,8,1,2,1,121,Others,0,1,116,0,1,1,0,1,0.0
17351.0,35,3,587.15,195.71666666666667,237,113,4.185185185185185,5.533374523582659,5.725555555555555,3.159128815321539,United Kingdom,22,3,4,3,343,Loyal_Customers,1,2,209,104,1,2,3,2,104.0
17353.0,128,2,1740.0,870.0,25,1200,150.0,0.0,1.45,0.0,United Kingdom,5,2,3,4,234,At_Risk,0,2,90,25,1,2,1,1,25.0
17356.0,311,1,178.22,178.22,0,166,8.736842105263158,4.31846301443205,1.121578947368421,0.7814890569923743,United Kingdom,19,1,2,1,121,Others,0,1,248,0,1,1,1,1,0.0
17358.0,302,2,360.81,180.405,52,190,3.2758620689655173,3.553071828606586,2.731551724137931,2.0713465420536656,United Kingdom,55,1,3,2,132,Others,0,2,292,52,2,2,6,2,52.0
17360.0,16,3,568.24,189.41333333333333,166,328,2.624,4.537769808916012,2.848,2.2873593734316886,United Kingdom,113,4,4,3,443,Loyal_Customers,1,1,120,0,1,1,2,1,0.0
17361.0,48,3,488.2,162.73333333333332,242,157,5.413793103448276,5.722869169140038,4.833793103448276,3.6626643442338755,United Kingdom,26,3,4,3,343,Loyal_Customers,1,2,228,105,1,2,0,2,105.0
17362.0,238,2,312.23,156.115,70,191,5.457142857142857,4.210231634977827,2.991142857142857,5.903009088805557,United Kingdom,30,1,3,2,132,Others,0,2,246,70,1,2,3,2,70.0
17364.0,0,11,4462.68,405.69818181818187,330,2692,6.630541871921182,7.64660519862733,2.711477832512315,2.672034372376543,United Kingdom,288,5,5,5,555,Champions,1,6,267,193,1,5,3,3,38.6
17365.0,12,8,4767.36,595.92,320,4749,10.212903225806452,14.189293148162589,1.938795698924731,2.0232481383388943,United Kingdom,278,5,5,5,555,Champions,1,6,269,245,1,5,1,3,49.0
17367.0,237,1,167.55,167.55,0,149,4.515151515151516,7.1550734278255845,1.9278787878787877,1.7099374213252618,United Kingdom,33,1,2,1,121,Others,0,1,175,0,1,1,4,1,0.0
17368.0,22,8,1878.87,234.85875,314,1377,12.869158878504672,20.795538396741943,2.50392523364486,2.554212486916372,United Kingdom,93,4,5,4,454,Champions,1,6,274,244,1,4,3,3,48.8
17370.0,72,4,446.18,111.545,96,540,16.363636363636363,10.409785606036099,1.396969696969697,1.4966702309804356,United Kingdom,31,2,4,2,242,Others,0,4,106,96,1,2,3,2,32.0
17371.0,16,3,418.4,139.46666666666667,343,151,1.755813953488372,3.4091090659882104,3.1536046511627904,2.970862783292858,United Kingdom,83,4,4,2,442,Price_Sensitive,1,1,297,0,1,1,0,1,0.0
17372.0,40,8,1337.18,167.1475,321,747,2.9760956175298805,3.1596560405874428,2.3232270916334663,2.0656453578054266,United Kingdom,215,3,5,4,354,Loyal_Customers,1,6,299,196,2,4,6,3,39.2
17373.0,39,4,646.92,161.73,272,408,7.157894736842105,5.634046609942761,1.8789473684210525,1.3305982599279575,United Kingdom,47,3,4,3,343,Loyal_Customers,1,3,249,241,1,3,3,2,120.5
17374.0,218,2,495.77,247.885,62,85,3.0357142857142856,2.268661587109324,7.0996428571428565,2.0764383361952174,United Kingdom,24,1,3,3,133,At_Risk,0,2,218,62,1,2,3,2,62.0
17375.0,198,3,400.1,133.36666666666667,162,367,5.318840579710145,7.6629220997322145,2.7102898550724634,2.636829073301364,United Kingdom,63,1,4,2,142,Others,0,3,298,162,2,3,0,3,81.0
17376.0,70,2,203.2,101.6,240,86,3.5833333333333335,3.3868886153450077,3.454166666666667,2.13937804181428,United Kingdom,23,3,3,1,331,Price_Sensitive,0,2,248,240,1,2,1,2,240.0
17377.0,23,20,4058.32,202.916,349,2038,5.044554455445544,4.795882751305841,2.6302475247524755,2.063373959656465,United Kingdom,190,4,5,5,455,Champions,1,11,310,298,2,6,3,4,29.8
17381.0,8,29,20275.61,699.1589655172414,363,25649,235.3119266055046,247.75849565908695,1.3353211009174313,1.202611794146806,United Kingdom,40,5,5,5,555,Champions,1,27,309,305,2,11,0,4,11.73076923076923
17382.0,64,1,65.4,65.4,0,25,12.5,16.263455967290593,8.55,9.121677477306463,United Kingdom,2,3,2,1,321,Others,0,1,2,0,1,1,2,1,0.0
17384.0,18,2,336.4,168.2,199,88,5.866666666666666,8.517768543015299,3.2493333333333334,1.9349546567838545,United Kingdom,12,4,3,2,432,Price_Sensitive,1,1,155,0,1,1,2,1,0.0
17386.0,7,6,2686.42,447.7366666666667,157,1902,67.92857142857143,95.55526947170166,1.6421428571428573,0.9052495344250222,United Kingdom,23,5,5,5,555,Champions,1,5,102,66,1,3,0,2,16.5
17388.0,77,4,1259.56,314.89,209,1068,71.2,138.02546348927277,4.6979999999999995,5.435398789417387,United Kingdom,13,2,4,4,244,At_Risk,0,4,224,209,1,4,6,3,69.66666666666667
17389.0,0,34,31833.68,936.2847058823529,330,7612,35.737089201877936,49.67751080888146,5.688826291079812,3.8596767672934433,United Kingdom,45,5,5,5,555,Champions,1,26,267,256,1,9,2,3,10.24
17391.0,163,2,508.8,254.4,0,480,160.0,55.42562584220407,1.06,0.0,United Kingdom,2,2,3,3,233,At_Risk,0,2,101,0,1,1,1,1,0.0
17392.0,306,2,417.27,208.635,51,277,4.946428571428571,7.046390804988279,3.3851785714285714,5.079537198343038,United Kingdom,53,1,3,2,132,Others,0,2,294,51,2,2,3,2,51.0
17394.0,218,1,203.86999999999998,203.86999999999998,0,241,60.25,104.07809567819733,3.4425,4.356706516012602,United Kingdom,4,1,2,1,121,Others,0,1,156,0,1,1,2,1,0.0
17396.0,38,8,7330.8,916.35,332,2005,74.25925925925925,45.355512422664866,4.416296296296296,3.634786151944894,United Kingdom,24,3,5,5,355,Loyal_Customers,1,5,308,304,2,3,3,2,76.0
17398.0,114,3,653.38,217.79333333333332,140,310,8.157894736842104,7.810340740012992,4.841578947368421,3.87262710350326,United Kingdom,30,2,4,3,243,At_Risk,0,3,192,140,1,3,1,3,70.0
